order_id,customer_id,product_id,order_date,order_value,name_x,age,email,region_id,name_y,category,price,region_name,year,month,is_high_value,junk
d132e0c4-c639-4d18-afe1-bcd0d271bfad,1055,516,2023-10-24,1444.68,Kelli Townsend,57,troymendez@example.net,4,Past,Books,125.65,West,2023,10,True,meh
3a3b95c3-1ea5-4247-ad29-0ae68b698412,1053,515,2024-08-07,1763.26,Stanley Murray,42,joneskevin@example.net,5,Tonight,Books,307.42,Central,2024,8,True,meh
8e1168b8-b717-4108-92ae-27ca42d31f90,1050,545,2023-02-03,689.86,Andrea Moore,54,barberlauren@example.org,3,Term,Books,38.86,East,2023,2,False,meh
a7fe5af9-807e-4a9b-b909-6a7d72f587e0,1055,531,2024-02-02,88.73,Kelli Townsend,57,troymendez@example.net,4,Add,Fashion,175.33,West,2024,2,False,meh
cfed420c-0ebf-4b9d-b57d-dc669e354d41,1005,540,2023-09-23,772.85,Luis Higgins,26,kristinhester@example.com,4,Skin,Electronics,127.45,West,2023,9,False,meh
f9f5c7ee-87a4-4106-87fc-bf3ee55c8894,1004,529,2023-04-16,380.56,James Martin,40,uprice@example.org,2,Throughout,Home,11.91,South,2023,4,False,meh
77f367f8-2d27-481c-a66b-3e0311a8a9aa,1027,538,2023-10-17,1846.05,Gregory Hill,45,amanda06@example.org,5,Bed,Fashion,396.6,Central,2023,10,True,meh
b4111e12-2de5-4425-a710-382beafe8d16,1086,550,2024-05-04,322.56,Meredith Kelly,53,uhubbard@example.net,2,Across,Books,118.07,South,2024,5,False,meh
ec35a50a-6db8-42b6-8c28-885e5a8083e2,1098,547,2023-10-22,717.46,Nancy Thomas,29,lewisjenna@example.net,1,Personal,Fashion,396.66,North,2023,10,False,meh
7b8f8a9d-cd6f-4db2-9907-9ebe74edb3e7,1054,511,2024-12-10,1354.88,Karen Riggs,52,justin00@example.com,4,Create,Electronics,181.72,West,2024,12,True,meh
9d4a7c41-055f-40ff-8746-b11445290543,1055,537,2024-02-20,688.88,Kelli Townsend,57,troymendez@example.net,4,Fill,Fashion,133.46,West,2024,2,False,meh
a802a4b6-32ae-4bc2-91d9-551e8a4db062,1064,534,2024-04-16,26.85,Nicholas Perez,68,andersonchristopher@example.com,1,Well,Home,183.69,North,2024,4,False,meh
8b15092e-fb86-461c-b297-17456ff82140,1031,539,2023-12-12,1152.96,Miranda Nelson,70,ghall@example.net,2,No,Home,334.81,South,2023,12,True,meh
7374c575-2167-40c5-9cfc-aa3326fb77cd,1095,546,2025-03-25,450.93,Stephanie Garcia,33,williamsonjudith@example.com,2,Several,Books,233.09,South,2025,3,False,meh
75299769-c9d3-428f-9b29-2317d99190fe,1070,516,2025-01-14,1134.0,Timothy Andrews,20,laura71@example.org,2,Past,Books,125.65,South,2025,1,True,ok
1e26e599-a78b-4fbe-b320-6b8183405fad,1091,540,2023-02-03,332.87,Jon Roberson,37,afox@example.org,5,Skin,Electronics,127.45,Central,2023,2,False,meh
f2e70442-9577-4fae-a9bb-41e8cd70145d,1065,523,2023-11-02,747.69,Devon Johnson,23,andrew44@example.com,5,Full,Books,160.69,Central,2023,11,False,meh
7c9f0bb7-c81a-4758-bf21-2cd36351280a,1060,507,2024-11-23,1875.52,Nicole Mcdonald,52,charles28@example.com,1,Specific,Electronics,84.66,North,2024,11,True,meh
7520afcf-8bfc-4362-ae4a-2db4404462a3,1012,520,2024-09-27,48.52,William Jones,48,victorsilva@example.net,5,Sometimes,Home,40.73,Central,2024,9,False,meh
2d6ed5a9-18f0-4c8c-9b90-3ce78f11565f,1090,530,2023-03-09,318.39,Roy Wiggins,42,steven43@example.com,4,Yourself,Books,244.22,West,2023,3,False,meh
f0d494d0-8675-4dc3-b675-742d6f839b44,1046,535,2025-02-26,696.68,Michael Hanna,49,morrisbilly@example.net,4,Then,Home,399.68,West,2025,2,False,meh
2435e8b3-e048-4e9d-bdbb-559bbe1d7840,1018,537,2024-04-13,1374.38,Stephanie Olsen,18,aprilobrien@example.com,5,Fill,Fashion,133.46,Central,2024,4,True,meh
cd89c7f8-1254-4fa3-9805-1215c6bc496b,1018,505,2023-06-22,636.85,Stephanie Olsen,18,aprilobrien@example.com,5,Avoid,Electronics,187.63,Central,2023,6,False,meh
fb32f4d7-69a5-480d-8e1c-125e0c0fc4b4,1040,511,2023-08-16,1474.88,Darryl Shelton,54,mmorrison@example.net,5,Create,Electronics,181.72,Central,2023,8,True,meh
87e801e4-c37c-4172-b4dc-cb7a7ef93b3d,1087,520,2023-11-24,532.46,Joanna Cooley,30,kellyeric@example.com,1,Sometimes,Home,40.73,North,2023,11,False,meh
ca4ceafb-b4d7-43fc-93a3-5270a17d2469,1080,528,2023-06-29,678.58,Christopher Sparks,40,qrose@example.com,1,Past,Books,74.64,North,2023,6,False,meh
2aa24d21-b6c0-4aa1-b09e-c9933b53f049,1094,526,2024-05-30,823.39,Rebecca Brooks,52,davistammy@example.net,1,Wide,Fashion,428.23,North,2024,5,False,meh
d26548f5-5a9c-4770-be87-a70066cfd16e,1009,508,2023-07-08,132.79,Lisa Foster,23,brentsmith@example.net,1,Girl,Books,393.58,North,2023,7,False,meh
8b06e3c1-e13b-43e7-9660-b03692bdd0a4,1035,518,2023-10-06,1343.39,Heather Gilbert,57,ecooley@example.net,2,Begin,Electronics,42.76,South,2023,10,True,meh
ab07e7ea-2a87-495d-8ff8-448a20d74f21,1092,547,2024-02-02,1863.26,Kevin Black,33,alexis66@example.org,4,Personal,Fashion,396.66,West,2024,2,True,meh
57fb910d-69a9-4223-9a8e-056027f456c6,1038,541,2023-09-29,1645.07,Bruce Collins,19,qruiz@example.net,5,Really,Electronics,474.91,Central,2023,9,True,meh
7bacd7f2-2bdd-4be0-b384-fd06ef36f04f,1085,534,2024-02-13,1645.56,Julia Sullivan,64,elizabethramirez@example.net,5,Well,Home,183.69,Central,2024,2,True,meh
ae149dd7-870a-4475-a819-5fa13aad0013,1074,503,2025-04-07,447.12,Thomas Burgess,61,loganflores@example.com,2,Result,Fashion,186.41,South,2025,4,False,meh
4b18dfa7-b139-4d08-b686-bb2dfc237de3,1086,539,2023-06-16,1980.55,Meredith Kelly,53,uhubbard@example.net,2,No,Home,334.81,South,2023,6,True,meh
688c7848-653b-4936-82ed-8d53a427688e,1037,519,2023-11-08,980.74,Michael Harris,58,idennis@example.org,2,Prove,Electronics,419.7,South,2023,11,False,meh
7f78be97-7dbc-4c4d-80d1-488f3b345535,1034,542,2024-10-21,632.39,Justin Bruce,47,veronica65@example.org,1,Nothing,Electronics,75.83,North,2024,10,False,meh
947c6144-0b65-4bd4-b035-be20314b475d,1087,527,2024-02-13,341.76,Joanna Cooley,30,kellyeric@example.com,1,Process,Electronics,45.63,North,2024,2,False,meh
d35df93b-e80d-42ed-95eb-2dbdf3f83c7d,1007,511,2023-01-13,895.65,Nicole Santana,30,dawncruz@example.com,3,Create,Electronics,181.72,East,2023,1,False,meh
97cc5bb5-c8b8-450b-80d4-e058d21fb1eb,1027,533,2023-04-26,820.45,Gregory Hill,45,amanda06@example.org,5,Over,Fashion,363.84,Central,2023,4,False,meh
9920db14-a684-4445-a128-6a3e5f3c3556,1022,520,2023-07-31,1083.36,Dylan Meyer,60,phillipgarcia@example.net,1,Sometimes,Home,40.73,North,2023,7,True,meh
55d16d58-e59c-409f-9896-b2121e9bee29,1068,536,2024-04-23,380.91,Jill Cox,20,nicholas07@example.org,5,Manager,Home,221.75,Central,2024,4,False,meh
a11a7dce-6e5d-4433-b62f-e081817bc66f,1071,540,2024-07-25,188.39,Christina Clarke,29,renee32@example.org,4,Skin,Electronics,127.45,West,2024,7,False,meh
bd0ef420-e50c-43cf-acef-6579c5f62437,1079,523,2025-03-16,1571.97,Sean Mckay,40,michael77@example.com,5,Full,Books,160.69,Central,2025,3,True,meh
d1fd90a0-1eb5-4056-a660-38fc60c97cd0,1078,521,2023-07-16,1547.27,Diana Coleman,20,michaelmoore@example.org,1,Quite,Fashion,129.17,North,2023,7,True,meh
9c2df0d8-cec9-4361-98a5-92598175133f,1070,504,2025-02-24,1644.29,Timothy Andrews,20,laura71@example.org,2,Career,Fashion,152.96,South,2025,2,True,meh
529aa10e-cb49-4432-bfe9-d4f424f23d74,1007,535,2023-06-11,1911.68,Nicole Santana,30,dawncruz@example.com,3,Then,Home,399.68,East,2023,6,True,meh
d11c4559-f36f-47e1-93fc-e37a32a053c9,1044,501,2023-07-06,346.25,Julia Moore,25,nathan74@example.net,5,Seat,Books,462.65,Central,2023,7,False,meh
77ab6d05-72ee-48f9-8898-70c41adefe7e,1011,523,2024-01-30,1266.31,Tina Moreno,37,lawsonscott@example.org,1,Full,Books,160.69,North,2024,1,True,meh
cf0ef9d7-970c-468c-9b0d-602cefdfe94f,1008,514,2023-10-11,662.09,Brandon Davis,27,emily72@example.net,5,Become,Books,102.69,Central,2023,10,False,meh
8574c7cb-fa73-428a-87dc-d05a2bb5096a,1084,547,2023-05-21,1430.08,Sharon Smith,69,christopherpham@example.org,2,Personal,Fashion,396.66,South,2023,5,True,meh
3cfdf195-6c2b-47b0-9d56-a456a2786828,1054,520,2023-07-28,541.84,Karen Riggs,52,justin00@example.com,4,Sometimes,Home,40.73,West,2023,7,False,meh
1ed75f22-3cf3-48b9-b164-b85deea8e638,1013,540,2024-08-02,1027.06,Dennis Guzman,32,kevin98@example.net,1,Skin,Electronics,127.45,North,2024,8,True,meh
e3a3f831-b41a-4ec4-be46-60219e99502a,1006,512,2024-05-17,1180.4,Christopher Taylor,49,brittanymitchell@example.net,5,Appear,Home,369.06,Central,2024,5,True,meh
aeaf1bf8-14c0-4eeb-be9f-b9d328771ab9,1050,523,2025-01-30,1372.18,Andrea Moore,54,barberlauren@example.org,3,Full,Books,160.69,East,2025,1,True,meh
5fc04cb5-ef49-410e-a3b9-fb93ab0c50c5,1036,518,2024-11-29,1111.37,John Cox,34,williamross@example.com,2,Begin,Electronics,42.76,South,2024,11,True,meh
1d522c2c-40c4-4720-9a2e-9ec9871499f6,1079,508,2024-01-24,611.13,Sean Mckay,40,michael77@example.com,5,Girl,Books,393.58,Central,2024,1,False,meh
ff886dc9-64d1-41f6-ab18-e269a024a4ce,1059,540,2024-07-30,1119.72,Jesus Gonzales,24,wevans@example.org,4,Skin,Electronics,127.45,West,2024,7,True,meh
27901ee3-7693-4a2c-96ed-9b6302ccecb5,1050,522,2023-08-09,1600.68,Andrea Moore,54,barberlauren@example.org,3,Single,Home,104.42,East,2023,8,True,meh
e48af99f-89a7-4702-b8c2-d3bfa8eb3e0f,1052,524,2024-06-28,584.82,Charles Brooks,46,danielle98@example.com,5,Weight,Electronics,75.89,Central,2024,6,False,meh
101982d2-9c49-436f-958f-9b4cf3bab00a,1008,539,2024-01-09,1805.07,Brandon Davis,27,emily72@example.net,5,No,Home,334.81,Central,2024,1,True,meh
cd217151-026b-4719-a80e-45dc3f0b26c3,1036,505,2023-04-25,1878.22,John Cox,34,williamross@example.com,2,Avoid,Electronics,187.63,South,2023,4,True,meh
f88f61ac-7592-4554-8fcc-6300adc985b0,1033,504,2023-01-06,510.24,Brenda Cummings,25,kenneth25@example.com,5,Career,Fashion,152.96,Central,2023,1,False,meh
6ff35dc8-bb23-4685-85c1-a7fc3d0c0330,1047,520,2024-03-07,1987.96,Jamie Gibson,26,torresstacy@example.org,4,Sometimes,Home,40.73,West,2024,3,True,meh
c2580d83-419a-4e5c-9ea8-3785e7604145,1098,523,2025-01-02,1198.72,Nancy Thomas,29,lewisjenna@example.net,1,Full,Books,160.69,North,2025,1,True,meh
018e18d9-19e8-4eea-a355-283040ef813b,1036,519,2024-12-01,1702.53,John Cox,34,williamross@example.com,2,Prove,Electronics,419.7,South,2024,12,True,meh
3c750046-0b5e-4730-8143-41b264b3c036,1011,533,2024-10-02,413.52,Tina Moreno,37,lawsonscott@example.org,1,Over,Fashion,363.84,North,2024,10,False,meh
06867c30-97b7-4625-9865-337eec6a03a8,1085,505,2024-11-16,1734.36,Julia Sullivan,64,elizabethramirez@example.net,5,Avoid,Electronics,187.63,Central,2024,11,True,meh
2553220a-6743-4b34-b597-797e9ace3b66,1024,527,2024-01-10,543.96,Debbie Dyer,55,copelanddavid@example.com,4,Process,Electronics,45.63,West,2024,1,False,meh
4182e659-c0d8-433b-904e-6c803b2b5554,1058,528,2024-08-24,1048.57,Jasmin Turner,70,reginaldbarnes@example.com,4,Past,Books,74.64,West,2024,8,True,meh
3919b0dc-b920-4ecd-b55f-d250658308df,1008,548,2023-06-22,1874.11,Brandon Davis,27,emily72@example.net,5,Play,Electronics,116.5,Central,2023,6,True,meh
6febe0f6-64fd-4c54-8585-3736d502f1e6,1040,518,2023-05-20,1281.54,Darryl Shelton,54,mmorrison@example.net,5,Begin,Electronics,42.76,Central,2023,5,True,meh
1b2b87be-1bc8-49e1-aad7-2d8deec1c788,1018,543,2023-11-03,1695.32,Stephanie Olsen,18,aprilobrien@example.com,5,Dog,Fashion,368.77,Central,2023,11,True,meh
13cc5cab-0e39-443c-92f4-46e83db8b52b,1041,531,2024-11-24,1320.78,Anthony Parker,59,jasoncox@example.com,3,Add,Fashion,175.33,East,2024,11,True,meh
de7282d2-fc2d-49cd-8afc-ef8cfbb876b1,1046,504,2024-10-19,1763.45,Michael Hanna,49,morrisbilly@example.net,4,Career,Fashion,152.96,West,2024,10,True,meh
7b36e776-e849-4545-8541-273d1b630678,1097,547,2024-04-24,688.93,Wendy Gonzalez,51,patrick68@example.com,1,Personal,Fashion,396.66,North,2024,4,False,meh
bc2410a7-310f-4ad3-b07c-893f61f02666,1005,513,2024-12-16,1096.03,Luis Higgins,26,kristinhester@example.com,4,Grow,Home,268.22,West,2024,12,True,meh
6578614b-5a6e-422d-9339-2804442a87f2,1084,540,2024-04-15,385.12,Sharon Smith,69,christopherpham@example.org,2,Skin,Electronics,127.45,South,2024,4,False,meh
ce2964c1-75cd-4fc5-ae8e-90ea111bee83,1069,507,2023-11-23,166.3,John Hernandez,46,mikeparks@example.net,3,Specific,Electronics,84.66,East,2023,11,False,meh
c8fd81ad-c0ab-45e8-906b-0f567f9d9455,1076,542,2023-08-05,746.65,Debra Juarez,21,pdean@example.net,1,Nothing,Electronics,75.83,North,2023,8,False,meh
ff1d9c9a-35d2-4355-82c1-816023023c89,1004,531,2023-05-29,313.39,James Martin,40,uprice@example.org,2,Add,Fashion,175.33,South,2023,5,False,meh
8ae46de5-2bed-4d94-8681-3abac0507d52,1073,539,2024-10-19,1354.27,Steven Webster,67,heather74@example.com,2,No,Home,334.81,South,2024,10,True,meh
75141cef-67c3-4b9d-b198-4891d899fe89,1037,507,2023-11-06,925.22,Michael Harris,58,idennis@example.org,2,Specific,Electronics,84.66,South,2023,11,False,meh
601fe982-3102-4753-9472-eef18c3780eb,1040,503,2024-05-09,166.75,Darryl Shelton,54,mmorrison@example.net,5,Result,Fashion,186.41,Central,2024,5,False,meh
e65c4770-1f56-401f-bc8f-515bec74f846,1044,513,2024-11-08,628.94,Julia Moore,25,nathan74@example.net,5,Grow,Home,268.22,Central,2024,11,False,meh
c72cc904-c128-421c-a8fd-ff084b7d2127,1083,519,2023-10-16,957.3,Scott Ward,25,fordjoseph@example.net,2,Prove,Electronics,419.7,South,2023,10,False,meh
bce9c34a-7200-4c16-9319-b916b46f0820,1091,550,2024-05-19,678.09,Jon Roberson,37,afox@example.org,5,Across,Books,118.07,Central,2024,5,False,meh
f23b4b87-cfb0-4fa6-81f4-0f280665af58,1045,508,2024-12-19,1807.75,Heather Cummings,52,fuentessamantha@example.org,1,Girl,Books,393.58,North,2024,12,True,meh
b0d28df9-4606-42c1-8341-cd96f603d459,1062,516,2023-10-17,113.57,Traci Robinson,29,stephen93@example.com,2,Past,Books,125.65,South,2023,10,False,meh
0a6e1dc0-93d4-4911-8b7d-a527b64d1415,1030,501,2023-05-01,576.24,Suzanne Rose,23,johnsonnatalie@example.net,4,Seat,Books,462.65,West,2023,5,False,meh
df98bd8b-4a32-40d7-aafd-ad9a022914b6,1004,504,2024-06-14,1781.36,James Martin,40,uprice@example.org,2,Career,Fashion,152.96,South,2024,6,True,meh
5d28b209-8792-4d1a-a929-3e2a660294c4,1037,504,2023-12-22,759.94,Michael Harris,58,idennis@example.org,2,Career,Fashion,152.96,South,2023,12,False,meh
b3297abd-b826-48da-888c-2d11b5fdd5b8,1003,520,2024-02-20,998.39,Dr. Steven Cook Jr.,56,gburns@example.com,5,Sometimes,Home,40.73,Central,2024,2,False,meh
d124c1de-a8b2-4d25-ad38-974d52544313,1027,513,2023-10-18,672.76,Gregory Hill,45,amanda06@example.org,5,Grow,Home,268.22,Central,2023,10,False,meh
5bb3dc57-3e61-4fab-b129-6e4c3b91b119,1060,547,2023-07-29,187.15,Nicole Mcdonald,52,charles28@example.com,1,Personal,Fashion,396.66,North,2023,7,False,meh
6dc9f28a-965d-4e0f-9ae1-8596a09943a8,1051,535,2023-08-30,1032.85,Kimberly Rodriguez,56,ysolis@example.net,5,Then,Home,399.68,Central,2023,8,True,meh
31a97ca4-3d57-45a7-8854-462409032d82,1088,524,2024-04-22,1835.28,Lisa Mccarthy,22,sheri86@example.org,2,Weight,Electronics,75.89,South,2024,4,True,meh
c4d9e061-54e0-4105-88ad-156e68b4087b,1092,501,2024-07-14,1763.77,Kevin Black,33,alexis66@example.org,4,Seat,Books,462.65,West,2024,7,True,meh
d3feb7b5-3ea8-4d8c-991d-b8f34856d5fb,1015,506,2023-07-03,1415.05,Rose Wells,22,jgill@example.com,3,More,Electronics,237.58,East,2023,7,True,meh
904ae400-f37b-4b15-9df8-952d0280fd67,1084,520,2025-03-04,157.37,Sharon Smith,69,christopherpham@example.org,2,Sometimes,Home,40.73,South,2025,3,False,meh
c896e4ac-0848-4202-b647-237c12f5bdf3,1084,550,2023-12-17,1106.12,Sharon Smith,69,christopherpham@example.org,2,Across,Books,118.07,South,2023,12,True,meh
b6332e6b-f3dc-432c-be52-ee36bab9b66e,1090,501,2025-01-14,230.97,Roy Wiggins,42,steven43@example.com,4,Seat,Books,462.65,West,2025,1,False,meh
3fa4361e-6b0f-4034-9d34-00033cfe682c,1001,525,2024-06-22,486.45,Teresa Chapman,62,julielutz@example.com,4,Live,Fashion,117.64,West,2024,6,False,meh
09baabf8-5357-431b-a407-94d9e3a5ae2b,1071,543,2023-04-08,493.16,Christina Clarke,29,renee32@example.org,4,Dog,Fashion,368.77,West,2023,4,False,meh
cf7107b3-b055-40f1-be39-6bbb39e1a6b2,1035,509,2023-07-15,1076.54,Heather Gilbert,57,ecooley@example.net,2,Sister,Home,200.18,South,2023,7,True,meh
d3636f8a-289d-4bcc-9480-6dd8f50e19f7,1016,533,2023-01-23,720.01,Justin Hunter,62,lynnwalker@example.com,4,Over,Fashion,363.84,West,2023,1,False,meh
b5b2dd90-ba9c-4ae2-b98a-22c86a8b4482,1011,521,2024-10-29,505.81,Tina Moreno,37,lawsonscott@example.org,1,Quite,Fashion,129.17,North,2024,10,False,meh
af079cc5-539b-4f63-b464-3891f2c5aaeb,1002,540,2023-10-17,316.38,Michael Perry,19,garciabobby@example.org,2,Skin,Electronics,127.45,South,2023,10,False,meh
25e0ed0d-7297-4105-869e-088af96c32ff,1066,519,2023-05-23,1089.54,David Johnson,47,xhansen@example.com,3,Prove,Electronics,419.7,East,2023,5,True,meh
d96ef620-bcdf-4de7-8d04-0091b14ced14,1083,515,2025-01-19,1079.33,Scott Ward,25,fordjoseph@example.net,2,Tonight,Books,307.42,South,2025,1,True,meh
50fc7079-459f-4fab-9cc6-4cf62c13cad8,1045,550,2024-11-03,679.8,Heather Cummings,52,fuentessamantha@example.org,1,Across,Books,118.07,North,2024,11,False,meh
0956c8df-42dd-4cfd-bdef-f2421d71688c,1093,513,2025-03-01,1268.08,William Taylor,27,ncasey@example.net,3,Grow,Home,268.22,East,2025,3,True,meh
d650ffc8-7833-4dfe-9f87-99c6f65a618a,1015,515,2023-12-08,184.69,Rose Wells,22,jgill@example.com,3,Tonight,Books,307.42,East,2023,12,False,meh
bf1a5c55-0c57-4cac-ba9e-7f966e111a78,1098,546,2025-03-27,952.7,Nancy Thomas,29,lewisjenna@example.net,1,Several,Books,233.09,North,2025,3,False,meh
b5ed17cf-0669-4dd6-8012-d87a9e1e9313,1092,505,2023-11-23,1683.31,Kevin Black,33,alexis66@example.org,4,Avoid,Electronics,187.63,West,2023,11,True,meh
7e59354f-3b53-4337-85b3-4b50a2cf216d,1022,528,2025-04-06,1574.04,Dylan Meyer,60,phillipgarcia@example.net,1,Past,Books,74.64,North,2025,4,True,meh
4c2707c8-8004-4187-8425-40264f7129c8,1023,549,2023-06-27,1558.35,James Gray,18,carl54@example.com,3,Until,Electronics,174.84,East,2023,6,True,meh
37ee6b55-7284-48b4-a669-6df80b8caa42,1094,533,2024-09-21,891.17,Rebecca Brooks,52,davistammy@example.net,1,Over,Fashion,363.84,North,2024,9,False,meh
2de10e0b-4fff-4e6f-aaa5-36a29ded91cf,1087,543,2024-12-07,1965.35,Joanna Cooley,30,kellyeric@example.com,1,Dog,Fashion,368.77,North,2024,12,True,meh
d6444551-206e-4f39-8cdc-be895480ea1b,1019,522,2024-12-10,241.75,Joshua Thompson,31,hillstephen@example.net,2,Single,Home,104.42,South,2024,12,False,meh
f61ebc5e-b8c8-4837-b4e6-4d74c0b12862,1025,545,2023-09-27,90.34,Brooke Deleon,40,dorseyjohn@example.net,2,Term,Books,38.86,South,2023,9,False,meh
